"","Cluster","time_point","genotype","treatment","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"50","D1.315.infected","D1","315","infected","GO:0009408","response to heat","41/295","411/26205",1.15753273843222e-26,6.50533398998906e-24,5.65363358560577e-24,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF204633_c1_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF368497_c0_g1_i2/TF380387_c1_g1_i3/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF92658_c0_g1_i12/TF102019_c1_g1_i5/TF102884_c0_g1_i1/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF63001_c1_g1_i4/TF92658_c0_g1_i4",41
"51","D1.315.infected","D1","315","infected","GO:0009644","response to high light intensity","32/295","391/26205",2.11592433163852e-18,5.94574737190425e-16,5.16730994673828e-16,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF59739_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF102019_c1_g1_i5/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF63001_c1_g1_i4/TF92658_c0_g1_i4",32
"52","D1.315.infected","D1","315","infected","GO:0042542","response to hydrogen peroxide","31/295","370/26205",3.78781712308919e-18,7.09584407725375e-16,6.16683208811714e-16,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF102019_c1_g1_i5/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF63001_c1_g1_i4/TF92658_c0_g1_i4",31
"53","D1.315.infected","D1","315","infected","GO:0034976","response to endoplasmic reticulum stress","20/295","345/26205",2.82412044132207e-09,3.96788922005751e-07,3.44839969677221e-07,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF169976_c1_g2_i3/TF188744_c0_g2_i3/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF336387_c0_g2_i1/TF395657_c1_g2_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF102019_c1_g1_i5/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF226965_c0_g1_i2/TF237406_c0_g1_i3/TF31272_c0_g1_i10/TF63001_c1_g1_i4",20
"54","D1.315.infected","D1","315","infected","GO:0006096","glycolytic process","19/295","335/26205",1.01158820497276e-08,1.13702514238938e-06,9.88161951804967e-07,"TF110823_c0_g1_i2/TF143817_c1_g1_i3/TF204633_c1_g1_i1/TF215556_c3_g1_i1/TF221893_c2_g2_i1/TF240471_c0_g1_i1/TF303767_c0_g1_i1/TF322458_c1_g2_i1/TF325052_c0_g2_i2/TF336387_c0_g2_i1/TF405200_c2_g2_i4/TF415678_c0_g2_i2/TF52982_c0_g3_i4/TF53025_c1_g1_i1/TF66770_c0_g2_i2/TF237406_c0_g1_i3/TF238568_c0_g1_i1/TF310865_c0_g1_i6/TF392623_c0_g1_i3",19
"55","D1.315.infected","D1","315","infected","GO:0009658","chloroplast organization","15/295","206/26205",1.39911597613547e-08,1.31050529764689e-06,1.13892949636291e-06,"TF111893_c2_g1_i3/TF162071_c2_g1_i1/TF193276_c0_g2_i4/TF228711_c0_g1_i2/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF302872_c0_g1_i3/TF329695_c1_g1_i2/TF380387_c1_g1_i3/TF52982_c0_g3_i4/TF72650_c1_g1_i4/TF102884_c0_g1_i1/TF16543_c1_g1_i8/TF310865_c0_g1_i6/TF48192_c0_g1_i6",15
"56","D1.315.infected","D1","315","infected","GO:0010286","heat acclimation","12/295","127/26205",2.25196641659842e-08,1.80800732304045e-06,1.57129686812281e-06,"TF167263_c0_g2_i9/TF298391_c1_g1_i3/TF325029_c1_g1_i4/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF102019_c1_g1_i5/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF298391_c1_g1_i7/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4",12
"57","D1.315.infected","D1","315","infected","GO:0051087","chaperone binding","4/295","6/26205",2.31911964306919e-07,1.62918154925611e-05,1.41588357155803e-05,"TF181145_c1_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF155888_c0_g1_i4",4
"58","D1.315.infected","D1","315","infected","GO:0009266","response to temperature stimulus","12/295","179/26205",9.65919191026049e-07,6.03162872618489e-05,5.24194742264429e-05,"TF181145_c1_g1_i3/TF215556_c3_g1_i1/TF221893_c2_g2_i1/TF240471_c0_g1_i1/TF325052_c0_g2_i2/TF336387_c0_g2_i1/TF395657_c1_g2_i1/TF405200_c2_g2_i4/TF53025_c1_g1_i1/TF238568_c0_g1_i1/TF325581_c0_g1_i4/TF392623_c0_g1_i3",12
"59","D1.315.infected","D1","315","infected","GO:0006094","gluconeogenesis","16/295","330/26205",1.22152792065804e-06,6.86498691409819e-05,5.96619952826664e-05,"TF102565_c1_g1_i2/TF110823_c0_g1_i2/TF143817_c1_g1_i3/TF167158_c0_g2_i1/TF204633_c1_g1_i1/TF215556_c3_g1_i1/TF221893_c2_g2_i1/TF240471_c0_g1_i1/TF303767_c0_g1_i1/TF322458_c1_g2_i1/TF336387_c0_g2_i1/TF379010_c1_g1_i1/TF415678_c0_g2_i2/TF52982_c0_g3_i4/TF238568_c0_g1_i1/TF310865_c0_g1_i6",16
"60","D1.315.infected","D1","315","infected","GO:0005507","copper ion binding","13/295","237/26205",3.23840962639816e-06,0.000165453291821433,0.000143791585325239,"TF150529_c0_g1_i1/TF188744_c0_g2_i3/TF215556_c3_g1_i1/TF296187_c0_g1_i4/TF310865_c0_g1_i2/TF312633_c0_g1_i2/TF317341_c0_g1_i4/TF52982_c0_g3_i4/TF74204_c1_g1_i6/TF79365_c1_g2_i2/TF155888_c0_g1_i4/TF237406_c0_g1_i3/TF310865_c0_g1_i6",13
"61","D1.315.infected","D1","315","infected","GO:0010157","response to chlorate","3/295","5/26205",1.38881961783064e-05,0.00065043052101735,0.000565273949713523,"TF193276_c0_g2_i4/TF380387_c1_g1_i3/TF102884_c0_g1_i1",3
"62","D1.315.infected","D1","315","infected","GO:0006833","water transport","11/295","199/26205",1.72383578806127e-05,0.00074522747145418,0.000647659761668364,"TF215556_c3_g1_i1/TF221893_c2_g2_i1/TF227805_c0_g1_i3/TF240471_c0_g1_i1/TF325052_c0_g2_i2/TF336387_c0_g2_i1/TF405200_c2_g2_i4/TF53025_c1_g1_i1/TF55384_c1_g3_i2/TF238568_c0_g1_i1/TF392623_c0_g1_i3",11
"63","D1.315.infected","D1","315","infected","GO:0006972","hyperosmotic response","9/295","169/26205",0.000133379363215849,0.00535422872337907,0.00465323492722961,"TF215556_c3_g1_i1/TF221893_c2_g2_i1/TF240471_c0_g1_i1/TF325052_c0_g2_i2/TF336387_c0_g2_i1/TF405200_c2_g2_i4/TF53025_c1_g1_i1/TF238568_c0_g1_i1/TF392623_c0_g1_i3",9
"64","D1.315.infected","D1","315","infected","GO:0005525","GTP binding","9/295","176/26205",0.000181093541734972,0.00678497136367029,0.00589665988526506,"TF185058_c0_g1_i4/TF185920_c2_g3_i3/TF226526_c0_g2_i1/TF325052_c0_g2_i2/TF410074_c0_g1_i4/TF53626_c0_g1_i1/TF317925_c1_g4_i4/TF392623_c0_g1_i3/TF78558_c0_g2_i11",9
"65","D1.315.infected","D1","315","infected","GO:0006399","tRNA metabolic process","5/295","50/26205",0.000244626205552514,0.00859249547003204,0.00746753680107673,"TF111893_c2_g1_i3/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF329695_c1_g1_i2/TF72650_c1_g1_i4",5
"66","D1.315.infected","D1","315","infected","GO:0002020","protease binding","3/295","13/26205",0.000371481146569052,0.0122807296689298,0.010672894861179,"TF204633_c1_g1_i1/TF221893_c2_g2_i1/TF322458_c1_g2_i1",3
"67","D1.315.infected","D1","315","infected","GO:0045037","protein import into chloroplast stroma","4/295","33/26205",0.00049781162466288,0.0155427851700299,0.0135078709850045,"TF193276_c0_g2_i4/TF228711_c0_g1_i2/TF380387_c1_g1_i3/TF102884_c0_g1_i1",4
"68","D1.315.infected","D1","315","infected","GO:0051131","chaperone-mediated protein complex assembly","2/295","4/26205",0.000746573478922578,0.0220828576397099,0.0191916949706413,"TF150529_c0_g1_i1/TF188744_c0_g2_i3",2
"69","D1.315.infected","D1","315","infected","GO:0009615","response to virus","5/295","65/26205",0.000831397512750967,0.0233622701083022,0.0203036024166552,"TF131450_c0_g1_i1/TF204633_c1_g1_i1/TF322458_c1_g2_i1/TF395657_c1_g2_i1/TF44906_c0_g1_i9",5
"70","D1.315.infected","D1","315","infected","GO:0048481","plant ovule development","9/295","226/26205",0.00110793738643257,0.0296505148178621,0.0257685687872036,"TF193276_c0_g2_i4/TF200139_c0_g1_i2/TF380387_c1_g1_i3/TF381681_c0_g1_i1/TF52982_c0_g3_i4/TF102884_c0_g1_i1/TF310865_c0_g1_i6/TF325581_c0_g1_i4/TF48192_c0_g1_i6",9
"71","D1.315.infected","D1","315","infected","GO:1901671","positive regulation of superoxide dismutase activity","2/295","5/26205",0.00123503033408543,0.0315494112616368,0.0274188552639061,"TF52982_c0_g3_i4/TF310865_c0_g1_i6",2
"72","D1.315.infected","D1","315","infected","GO:0009061","anaerobic respiration","2/295","6/26205",0.00183877326093198,0.043057940526824,0.0374206488189667,"TF87387_c0_g1_i4/TF87387_c0_g1_i1",2
"73","D1.315.infected","D1","315","infected","GO:0010608","post-transcriptional regulation of gene expression","2/295","6/26205",0.00183877326093198,0.043057940526824,0.0374206488189667,"TF325029_c1_g1_i4/TF325029_c1_g1_i9",2
"74","D1.315.infected","D1","315","infected","GO:0007030","Golgi organization","10/295","299/26205",0.00220144555703072,0.0481850324173338,0.0418764844383646,"TF140445_c0_g1_i5/TF215556_c3_g1_i1/TF221893_c2_g2_i1/TF240471_c0_g1_i1/TF325052_c0_g2_i2/TF336387_c0_g2_i1/TF405200_c2_g2_i4/TF53025_c1_g1_i1/TF238568_c0_g1_i1/TF392623_c0_g1_i3",10
"75","D1.315.infected","D1","315","infected","GO:0007033","vacuole organization","5/295","81/26205",0.00222920078799053,0.0481850324173338,0.0418764844383646,"TF135039_c1_g1_i1/TF140445_c0_g1_i5/TF221893_c2_g2_i1/TF325052_c0_g2_i2/TF392623_c0_g1_i3",5
"76","D1.315.uninfected","D1","315","uninfected","GO:0009408","response to heat","44/405","411/26205",4.49062770021222e-24,3.2332519441528e-21,2.86927475160928e-21,"TF115244_c2_g1_i6/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF176495_c0_g1_i2/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF283953_c0_g1_i4/TF305789_c0_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF351086_c2_g1_i1/TF380387_c1_g1_i3/TF395657_c1_g2_i1/TF402140_c0_g1_i3/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF92658_c0_g1_i12/TF102884_c0_g1_i1/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF185358_c0_g1_i10/TF194792_c0_g1_i4/TF204633_c1_g1_i2/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4",44
"77","D1.315.uninfected","D1","315","uninfected","GO:0009644","response to high light intensity","34/405","391/26205",4.80319604692371e-16,1.72915057689254e-13,1.53449473709615e-13,"TF115244_c2_g1_i6/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF182991_c0_g1_i1/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF351086_c2_g1_i1/TF395657_c1_g2_i1/TF402140_c0_g1_i3/TF414373_c1_g1_i1/TF59739_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4",34
"78","D1.315.uninfected","D1","315","uninfected","GO:0042542","response to hydrogen peroxide","32/405","370/26205",4.21140237065535e-15,1.01073656895728e-12,8.96954820697472e-13,"TF115244_c2_g1_i6/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF351086_c2_g1_i1/TF395657_c1_g2_i1/TF402140_c0_g1_i3/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4",32
"79","D1.315.uninfected","D1","315","uninfected","GO:0005507","copper ion binding","19/405","237/26205",6.13069628126109e-09,1.103525330627e-06,9.79298063875127e-07,"TF150529_c0_g1_i1/TF18564_c0_g1_i7/TF188744_c0_g2_i3/TF270169_c2_g1_i4/TF277508_c0_g1_i1/TF296187_c0_g1_i4/TF30903_c0_g1_i1/TF310865_c0_g1_i2/TF312633_c0_g1_i2/TF317341_c0_g1_i4/TF374756_c0_g1_i4/TF389252_c0_g1_i6/TF52417_c0_g1_i1/TF52982_c0_g3_i4/TF79365_c1_g2_i2/TF155888_c0_g1_i4/TF265374_c0_g1_i4/TF310865_c0_g1_i6/TF334651_c0_g1_i5",19
"80","D1.315.uninfected","D1","315","uninfected","GO:0010286","heat acclimation","14/405","127/26205",1.12835209940135e-08,1.62482702313795e-06,1.44191520912973e-06,"TF167263_c0_g2_i9/TF290629_c0_g1_i3/TF298391_c1_g1_i3/TF325029_c1_g1_i4/TF351086_c2_g1_i1/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF298391_c1_g1_i7/TF325029_c1_g1_i9/TF370093_c2_g1_i3/TF393249_c1_g1_i2/TF393249_c1_g1_i4",14
"81","D1.315.uninfected","D1","315","uninfected","GO:0034976","response to endoplasmic reticulum stress","20/405","345/26205",5.17440613829731e-07,6.20928736595677e-05,5.51028864201134e-05,"TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF188744_c0_g2_i3/TF240471_c0_g1_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF336387_c0_g2_i1/TF351086_c2_g1_i1/TF395657_c1_g2_i1/TF402140_c0_g1_i3/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF226965_c0_g1_i2/TF247770_c0_g1_i2/TF339782_c1_g1_i1/TF402140_c0_g1_i4",20
"82","D1.315.uninfected","D1","315","uninfected","GO:0051087","chaperone binding","4/405","6/26205",8.22855667043429e-07,8.46365828958956e-05,7.51087804353927e-05,"TF181145_c1_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF155888_c0_g1_i4",4
"83","D1.315.uninfected","D1","315","uninfected","GO:0010157","response to chlorate","3/405","5/26205",3.5808806297862e-05,0.00322279256680758,0.00285999281878977,"TF193276_c0_g2_i4/TF380387_c1_g1_i3/TF102884_c0_g1_i1",3
"84","D1.315.uninfected","D1","315","uninfected","GO:0008113","peptide-methionine (S)-S-oxide reductase activity","3/405","6/26205",7.07947569286807e-05,0.00509722249886501,0.00452341236375886,"TF220283_c0_g1_i5/TF220283_c0_g1_i2/TF416816_c0_g1_i2",3
"85","D1.315.uninfected","D1","315","uninfected","GO:0030527","structural constituent of chromatin","3/405","6/26205",7.07947569286807e-05,0.00509722249886501,0.00452341236375886,"TF114943_c0_g1_i3/TF114943_c0_g1_i9/TF114943_c0_g1_i12",3
"86","D1.315.uninfected","D1","315","uninfected","GO:0009658","chloroplast organization","12/405","206/26205",9.42967865395477e-05,0.0061721533007704,0.00547733487363689,"TF129371_c1_g2_i2/TF145937_c0_g1_i4/TF162071_c2_g1_i1/TF193276_c0_g2_i4/TF228711_c0_g1_i2/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF302872_c0_g1_i3/TF380387_c1_g1_i3/TF52982_c0_g3_i4/TF102884_c0_g1_i1/TF310865_c0_g1_i6",12
"87","D1.315.uninfected","D1","315","uninfected","GO:0006364","rRNA processing","14/405","295/26205",0.000222802782641355,0.0133681669584813,0.0118632709704651,"TF114943_c0_g1_i3/TF145937_c0_g1_i4/TF173129_c4_g2_i1/TF192752_c1_g2_i3/TF209733_c1_g5_i1/TF242388_c3_g1_i5/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF270102_c0_g1_i4/TF30903_c0_g1_i1/TF374756_c0_g1_i4/TF383066_c0_g1_i1/TF405529_c1_g1_i4/TF64389_c1_g2_i5",14
"88","D1.315.uninfected","D1","315","uninfected","GO:0010218","response to far red light","9/405","140/26205",0.000339991911705229,0.0188303212636742,0.0167105336360384,"TF129369_c1_g1_i3/TF129371_c1_g2_i2/TF182991_c0_g1_i1/TF270102_c0_g1_i4/TF357492_c0_g4_i1/TF59739_c1_g1_i1/TF64389_c1_g2_i5/TF72549_c0_g1_i3/TF409756_c0_g2_i2",9
"89","D1.315.uninfected","D1","315","uninfected","GO:0048481","plant ovule development","11/405","226/26205",0.000836370177613382,0.0430133234201168,0.0381711802865656,"TF188621_c1_g2_i4/TF193276_c0_g2_i4/TF363103_c0_g1_i1/TF380387_c1_g1_i3/TF381681_c0_g1_i1/TF383066_c0_g1_i1/TF52417_c0_g1_i1/TF52982_c0_g3_i4/TF102884_c0_g1_i1/TF310865_c0_g1_i6/TF325581_c0_g1_i4",11
"90","D1.316.infected","D1","316","infected","GO:0009408","response to heat","58/1271","411/26205",2.77179229795244e-13,3.38990198039583e-10,3.15692554356267e-10,"TF108287_c0_g1_i1/TF118117_c0_g1_i3/TF136837_c0_g2_i1/TF150529_c0_g1_i1/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF176495_c0_g1_i2/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF19803_c1_g1_i1/TF199664_c1_g1_i2/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF262422_c1_g3_i1/TF280306_c3_g2_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF351086_c2_g1_i1/TF36765_c0_g1_i7/TF380098_c1_g1_i3/TF380387_c1_g1_i3/TF385168_c0_g2_i1/TF393083_c0_g2_i1/TF395657_c1_g2_i1/TF413147_c0_g1_i2/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF44076_c0_g1_i4/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF90704_c1_g2_i1/TF102019_c1_g1_i5/TF102884_c0_g1_i1/TF118117_c0_g1_i6/TF13865_c2_g2_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF185358_c0_g1_i8/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF75984_c0_g1_i5/TF92658_c0_g1_i4",58
"91","D1.316.infected","D1","316","infected","GO:0009644","response to high light intensity","54/1271","391/26205",4.36451490526735e-12,2.66890086457098e-09,2.48547638289435e-09,"TF108287_c0_g1_i1/TF118117_c0_g1_i3/TF136837_c0_g2_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF182991_c0_g1_i1/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF19803_c1_g1_i1/TF199664_c1_g1_i2/TF209416_c1_g2_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF262737_c1_g2_i1/TF280306_c3_g2_i1/TF283953_c0_g1_i4/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF348980_c4_g3_i1/TF351086_c2_g1_i1/TF362555_c2_g1_i1/TF370300_c0_g1_i1/TF380098_c1_g1_i3/TF385168_c0_g2_i1/TF393083_c0_g2_i1/TF395657_c1_g2_i1/TF413147_c0_g1_i2/TF414373_c1_g1_i1/TF44076_c0_g1_i4/TF59739_c1_g1_i1/TF66461_c4_g3_i2/TF90704_c1_g2_i1/TF102019_c1_g1_i5/TF118117_c0_g1_i6/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF190658_c0_g1_i1/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF255687_c1_g1_i7/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF75984_c0_g1_i5/TF92658_c0_g1_i4",54
"92","D1.316.infected","D1","316","infected","GO:0042542","response to hydrogen peroxide","48/1271","370/26205",5.89801208975929e-10,2.40442292859187e-07,2.2391751161823e-07,"TF108287_c0_g1_i1/TF118117_c0_g1_i3/TF136837_c0_g2_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF19803_c1_g1_i1/TF199664_c1_g1_i2/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF280306_c3_g2_i1/TF283953_c0_g1_i4/TF294503_c1_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF319457_c0_g1_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF351086_c2_g1_i1/TF380098_c1_g1_i3/TF385168_c0_g2_i1/TF393083_c0_g2_i1/TF395657_c1_g2_i1/TF413147_c0_g1_i2/TF414373_c1_g1_i1/TF44076_c0_g1_i4/TF66461_c4_g3_i2/TF90704_c1_g2_i1/TF102019_c1_g1_i5/TF118117_c0_g1_i6/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF226965_c0_g1_i2/TF255687_c1_g1_i7/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF339782_c1_g1_i1/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF75984_c0_g1_i5/TF92658_c0_g1_i4",48
"93","D1.316.infected","D1","316","infected","GO:0010286","heat acclimation","22/1271","127/26205",1.92042775190929e-07,5.87170785146266e-05,5.46816533569962e-05,"TF167263_c0_g2_i9/TF200078_c0_g1_i4/TF290629_c0_g1_i3/TF298391_c1_g1_i3/TF300774_c0_g1_i5/TF325029_c1_g1_i4/TF351086_c2_g1_i1/TF370093_c2_g1_i1/TF414373_c1_g1_i1/TF44076_c0_g1_i4/TF66461_c4_g3_i2/TF102019_c1_g1_i5/TF118117_c0_g1_i6/TF165851_c0_g1_i1/TF190658_c0_g1_i1/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF260012_c0_g1_i11/TF325029_c1_g1_i9/TF370093_c2_g1_i3/TF393249_c1_g1_i2/TF393249_c1_g1_i4",22
"94","D1.316.infected","D1","316","infected","GO:0006091","generation of precursor metabolites and energy","12/1271","49/26205",2.79825893629823e-06,0.000684454135818547,0.000637413930331513,"TF120196_c0_g3_i2/TF202273_c0_g2_i3/TF224642_c0_g2_i4/TF305593_c2_g2_i1/TF317968_c2_g1_i2/TF347591_c1_g3_i2/TF366657_c0_g1_i2/TF377717_c1_g2_i1/TF408592_c0_g1_i2/TF47386_c0_g1_i4/TF62927_c0_g2_i2/TF62927_c0_g4_i1",12
